"","documents"
"3335","We feel really lucky to have this restaurant on our doorstep. Always delivers good service and great tasting food. We always share several dishes and believe this is the way to enjoy the wonderful tasting food. Every time we have recommended friends they have all...More"
"3336","I simply loved it, one if the best Indian place i've been to!!!! Tasteful, good cost/benefit, service very strong, come and check!!More"
"3337","THE STAFF & MANAGER SHOCKING! Their attitude was disgusting!The worst i have ever experienced. The staff had not brought a Naan bread to my wife had ordered and then got into a full blown argument with her over a piece of bread!!! Absolutely pathetic!...More"
"3338","We love this place. Great service and wonderful alternative Indian food on offer. Bit pricier than your standard Indian but very much worth it. Go on, treat yourselves ;)More"
"3339","Great food, polite and efficient  service. Definitely an indian to go back to.  I've ordered a takeaway and asked them to deliver quickly, they said 30 minutes but arrived in 15. Food tastes really nice. I'm loving it. Strongly suggest to try it.More"
"3340","This is simply the best Indian I have ever tasted. Is totally authentic and the service is brilliant. We go regularly and if you gave not tried you are missing a trick.More"
"3341","Absolutely loved this restaurant - wonderful staff & delicious food. Would highly recommend it for any occasion.More"
"3342","Went here a few weeks ago with family and it's really really good food. Kids loved it too so that's a great endorsement. Will go back when in London again.More"
"3343","One of the best Indian meals I've ever had. Was not expecting such an amazing, high end experience. The good was flavorsome and if I wasn't so full, I could have eaten for hours! I couldn't fault the service at all. You will pay appropriately...More"
"3344","This is a superb Restaurant, great food, very attentive service. Beautifully designed and furnished. Excellent choice of dishes, beautiful served.More"
"3345","We have been using the Bayleaf sister takeaway for a couple of years now and have had some excellent meals from them.With our two young sons in tow - three and one - we set off on a Saturday evening to see whether the...More"
"3346","We were visiting family for the weekend and decided we would like to go out for a meal, one of our family had been before and said it was very good, It was close to our hotel, so we decided to give them a try,...More"
"3347","Wet Sunday  evening in dreary Whetstone I fancied a nice curry to warm my soul. Wandered into the Bayleaf impressed by the bright open layout & bubble water feature. Did I have a booking - no ? No problem sir, table for one just here...More"
"3348","We've eaten from the takeaway many times, but this was the first time in the restaurant. The friends we were with had recommended it, having been there several times before. The food and service were both of a high standard, the service being especially good....More"
"3349","Went last night with my parents and was really impressed. Good service great food..can get noise and a little hot but atmosphere chilled.More"
"3350","Took the family here for the wife's birthday. She loved it and brought her a nice cake at the end. Which she loved.Food was lightly spiced and cook perfectly. Maybe a little in the small side and expensive if I was being picky. But...More"
