"","documents"
"12281","We went with friends on a Saturday night but as we had been given vouchers as a present we could only book a table 48 hours before. Our table booking was rather late at 10 pm but it was well worth it.  The food was...More"
"12282","My wife & I went to Sunday lunch as part of a birthday treat...VirginExperience. The food was absolutely fantastic & is highly recommended. The ambience is absolutely fantastic. The staff were brilliant...so why did I feel ripped-off upon leaving? Well, what I expected to be...More"
"12283","Good service, great meal. Would recommend again. Nice atmosphere with relaxed seating. Would advise taking VIP at point of booking to save some cash"
"12284","The food was wonderful and the  staff were so helpful and made us feel welcome poured our drinks made sure we was taken care of will be going again"
"12285","Would definitely recommend the virgin meal experience  absolutely stuffed. Service was first class xxx"
"12286","Everything was so tasty, even the salad was full of flavour. Didnt have to wait long between courses and the staff were all friendly and couldnt do enough for you.  Looking forward to going back."
"12287","We were given this as a Christmas present and had a great meal. Limited choice given - set menu but adequate choice to suit everyone. Food was delicious, service attentive but was disappointed side orders were not included in the offer as this greatly increased...More"
"12288","Deaspite being very busy the service was excellent. The food was very nice too, if not a little pricey."
"12289","We had a Red Letter day voucher. £150. I had confirmation of £150 luxury champagne meal. On arrival we were told it's £100 and speak to red letter days for refund service was terrible, taken to our table, waited 10 minutes before even being offered...More"
"12290","The food was tasty but nothing better than I would get in a place half the price.  we had a virgin gift experience.  we didn't get sides included and had to pay for those which was a little annoying.  they also added the 12.5% service...More"
"12291","Not really much more to put, I think the title covers it. In and out in under an hour and £75 lighter and still hungry. Wine menu also made me not buy. Basic glass of Sav blanc was £13. I suppose if they ever get...More"
"12292","Had a lovely meal with my friend it was a set menu from a deal she got on Virgin Experience Days. Good selection on the set menu however quite pricey as you had to pay more for certain steaks, considering it was a prepaid meal....More"
