"","documents","ViaMobiles"
"983","The restaurant atmosphere was fantastic. We sat down and the waiter we had was very friendly and he knew everything about the menu. The cocktails we had were amazing, and the steaks were excellent. I would highly recommend going to this restaurant.","Not Mobile"
"984","Staff are rude, food was cold, did not offer to take my ladies coat when we walked in, no table service","Not Mobile"
"985","Had a great meal great experiences,friendly staff .Couldn't fault the food , but looking at dress code prior to visiting no trainers or jeans .We did see plenty of people in trainers .","Not Mobile"
"986","Very warm welcome and customer service throughout meal. Food excellent will go again, ideal location close to Liverpool street and tubes for connecting into London","Not Mobile"
"987","We had an experience voucher which was a trip to the Shard and then to your restaurant for my birthday.  We arrived at the restaurant at the correct time and we were told that the table was not ready which was not a problem.  We...More","Not Mobile"
"988","Waiting long for meals too arrive too close tables steak was fatty but pudding my best meal not good","Not Mobile"
"989","We had a Virgin Experience voucher for Marco Pierre Whites Steakhouse and chose the London Steakhouse Co. Liverpool Street for Valentine Day at lunch time.  We arrived and a nice guy at the door took our coats and showed us to our seats. Waiter was...More","Not Mobile"
"990","Good customer service  staff are really friendly and always check your ok with the food &  excellent food","Not Mobile"
"991","The food was very nice (we had the set menu) and the service was excellent.The only thing that wasn’t impressive was that the restrooms  needed cleaning .","Not Mobile"
"992","The rating service was not to standard I didn't feel like even paying the service charge I wasn't happy with my meal dessert or anything.Thank youRobert Bolton","Not Mobile"
"993","My 2nd visit to this restaurant didnt disappoint ...lovely environment, 1st class service and food delicious. Good choice if food and wine...will be back soon.","Not Mobile"
"994","My husband and I received a gift virgin experience day for the shard and for the steakhouse in Middlesex Street E1 7JF I can't fault the shards absolutely wonderful very pleasant staff great atmosphere, unfortunately can't say the same for London steakhouse co. On arrival...More","Not Mobile"
"995","We had a wonderful experience here, the food was fantastic,  staff were absolutely amazing,  so friendly and couldn't do too much for you.  The restaurant is beautiful,  I highly recommend you visit!","Not Mobile"
"996","I used to love coming here as the food and service were consistently good.  However, everything seems to be going downhill now based on the experience of my last two visits, and it's a real shame: poor service; tiny cocktails; inadequately cooked steaks (even the...More","Not Mobile"
"997","Booked the Virgin Experience (5 course + cocktails ) and received a warm welcome. Cocktails arrived as ordered but were unfortunately, preceded by our Soup ! This was however quickly sorted out and we enjoyed all 5 courses in the correct order. The food was...More","Not Mobile"
"998","This was our Valentines day visit and first time at London Steakhouse. The food was exceptionally good and worth the value. Thank you for the great service!","Not Mobile"
"999","It was our first time to visit London Steakhouse Co. and we love it. Surely we will back soon. the staff was wonderful. thank you.","Not Mobile"
"1000","We booked using the voucher for a Saturday on our anniversary weekend. On arrival we showed our voucher again & were given an a la carte menu with no explanation. We ordered one steak with chips & one risotto plus one beer & one water....More","Mobile"
"1001","Lovely welcome, lovely atmosphere, food was done to exactly how we wanted it. Defiantly have the opinion rings","Not Mobile"
